comment_score,pos_percent,neg_percent
-324,0.0,1.0
3484,1.0,1.0
8320,0.0,1.0
3158,1.0,1.0
4028,1.0,1.0
198,0.27816091954022987,0.8459770114942529
22,0.2892811155428536,0.8452938035865708
1711,0.5,1.0
1241,0.4,0.6
724,0.2777777777777778,0.8333333333333334
414,0.28703703703703703,0.9166666666666666
2263,0.3333333333333333,1.0
530,0.21428571428571427,0.8809523809523809
330,0.27976190476190477,0.8511904761904762
-141,0.4444444444444444,0.7222222222222222
7392,0.0,1.0
4235,0.0,1.0
1640,0.5,1.0
1338,0.07692307692307693,0.9230769230769231
1526,0.3333333333333333,1.0
2966,1.0,1.0
1211,0.23076923076923078,0.8461538461538461
1905,1.0,1.0
2317,0.2,1.0
2378,0.0,1.0
2681,0.0,1.0
2355,0.5,1.0
2612,1.0,1.0
7499,1.0,1.0
2488,1.0,1.0
3930,0.0,0.0
2489,0.0,1.0
5279,0.0,1.0
823,0.6111111111111112,0.8333333333333334
130,0.2982625482625483,0.8648648648648649
196,0.26146788990825687,0.8669724770642202
486,0.24050632911392406,0.8354430379746836
-60,0.4289940828402367,0.7130177514792899
2277,0.5,0.75
487,0.21621621621621623,0.8513513513513513
7783,1.0,1.0
1059,0.14285714285714285,0.9285714285714286
427,0.3037974683544304,0.8734177215189873
1972,0.3333333333333333,0.8333333333333334
1157,0.25,1.0
932,0.3333333333333333,0.7619047619047619
1050,0.375,0.875
3125,0.5,0.5
1152,0.45454545454545453,0.8181818181818182
1428,0.4444444444444444,0.8888888888888888
11982,0.0,1.0
1403,0.4,1.0
2282,0.0,1.0
6458,0.0,1.0
2439,1.0,1.0
3024,0.0,1.0
1374,0.6666666666666666,1.0
4482,0.0,1.0
2828,1.0,1.0
7826,0.0,1.0
-401,1.0,0.0
7226,0.0,1.0
3821,1.0,1.0
7,0.2937078071803751,0.8332764519324416
77,0.2985283812193413,0.8496846531184302
-25,0.3978454680534918,0.7407132243684993
1760,0.0,0.3333333333333333
677,0.24324324324324326,0.7297297297297297
4517,0.0,1.0
6921,0.0,1.0
1353,0.2727272727272727,0.8181818181818182
-209,0.25,0.625
1527,0.4,1.0
1979,0.0,1.0
2983,0.75,1.0
2007,0.2,1.0
2720,0.6666666666666666,0.6666666666666666
2241,1.0,0.5
5099,0.0,1.0
-334,1.0,1.0
3489,0.3333333333333333,1.0
5690,0.0,1.0
2775,0.0,1.0
7881,0.0,1.0
18072,1.0,0.0
3243,0.0,1.0
1505,0.3333333333333333,1.0
1873,0.4,1.0
3988,0.0,1.0
34,0.2863449771512664,0.8474169312988924
184,0.28544776119402987,0.8488805970149254
532,0.20634920634920634,0.8412698412698413
11894,0.0,0.0
3161,0.0,1.0
635,0.2553191489361702,0.851063829787234
1529,0.3333333333333333,0.8333333333333334
1427,0.375,1.0
8353,0.0,1.0
1540,0.3333333333333333,1.0
858,0.16129032258064516,0.9354838709677419
3311,1.0,1.0
1041,0.2,0.7
3269,0.0,1.0
2476,0.0,1.0
2961,0.0,0.75
2577,1.0,1.0
12236,1.0,1.0
1887,0.42857142857142855,0.5714285714285714
-257,1.0,1.0
2929,0.5,1.0
1687,0.5,1.0
5275,0.0,1.0
-718,0.0,1.0
2158,0.0,1.0
8595,0.0,0.0
4179,0.0,1.0
5823,0.0,1.0
463,0.2289156626506024,0.8433734939759037
-49,0.39520958083832336,0.718562874251497
1200,0.25,0.95
7566,0.0,0.0
830,0.3333333333333333,0.9444444444444444
551,0.2459016393442623,0.8360655737704918
2181,0.6,1.0
1329,0.3333333333333333,0.8888888888888888
853,0.22727272727272727,0.9545454545454546
939,0.25,0.8125
1319,0.3,0.9
1471,0.3,1.0
-190,0.6,0.4
3634,0.0,1.0
3031,0.0,1.0
-382,0.0,1.0
1460,0.6666666666666666,1.0
7036,0.0,1.0
2033,0.0,1.0
2309,0.3333333333333333,0.6666666666666666
5913,0.0,1.0
4370,0.0,1.0
1542,1.0,0.75
188,0.2740286298568507,0.8568507157464212
399,0.336,0.864
-65,0.39285714285714285,0.753968253968254
693,0.28205128205128205,0.7948717948717948
5142,1.0,1.0
2700,0.0,1.0
1052,0.25,0.875
1483,0.2222222222222222,0.8888888888888888
2807,0.0,1.0
3692,0.0,1.0
1458,0.3333333333333333,1.0
2942,0.0,1.0
1199,0.21428571428571427,0.9285714285714286
2684,0.5,1.0
5245,0.0,1.0
7350,0.5,0.5
1445,0.0,0.75
3787,0.0,1.0
2643,0.0,1.0
3612,0.0,0.0
2116,0.3333333333333333,1.0
2069,0.5,0.0
2854,0.5,1.0
3326,0.0,1.0
3092,0.5,1.0
-427,0.0,0.0
8552,0.0,1.0
3696,0.0,1.0
2300,0.0,0.0
6250,0.0,0.0
274,0.27802690582959644,0.8430493273542601
126,0.27532228360957645,0.8517495395948435
228,0.2885714285714286,0.8628571428571429
202,0.2402088772845953,0.8537859007832899
3939,0.0,1.0
529,0.3888888888888889,0.7638888888888888
844,0.2222222222222222,0.9259259259259259
889,0.16666666666666666,0.8333333333333334
2314,0.4,1.0
2370,0.3333333333333333,1.0
1768,0.4,1.0
1730,0.0,1.0
8776,1.0,1.0
2014,0.0,0.5
13264,0.0,1.0
2497,0.0,1.0
2204,0.5,0.0
2717,1.0,1.0
1591,0.5,1.0
1988,0.0,1.0
3284,1.0,1.0
5258,1.0,0.0
6521,0.0,1.0
6258,0.0,1.0
-7,0.37549184935356944,0.7576086083674617
325,0.2839506172839506,0.9012345679012346
262,0.2751937984496124,0.8682170542635659
624,0.2558139534883721,0.8372093023255814
406,0.2803738317757009,0.8598130841121495
998,0.38461538461538464,0.7692307692307693
1694,0.5,1.0
1899,0.16666666666666666,0.6666666666666666
5228,0.0,1.0
4563,0.0,1.0
3636,0.0,0.75
4625,0.0,1.0
-185,0.2222222222222222,0.6666666666666666
3689,0.0,1.0
3532,0.0,1.0
1567,0.0,0.3333333333333333
12009,1.0,1.0
6728,1.0,1.0
2227,0.5,1.0
-90,0.46875,0.7291666666666666
570,0.3018867924528302,0.8490566037735849
734,0.2857142857142857,0.9642857142857143
691,0.42857142857142855,0.8857142857142857
-95,0.36923076923076925,0.6615384615384615
1415,0.2222222222222222,0.8888888888888888
1766,0.0,1.0
2316,0.6666666666666666,1.0
1776,0.5,1.0
2308,0.0,1.0
1508,0.1111111111111111,0.8888888888888888
-270,1.0,0.0
2998,0.5,1.0
1908,0.0,1.0
6712,0.3333333333333333,1.0
1986,0.5,1.0
2568,0.0,1.0
2537,0.0,1.0
4358,0.0,1.0
8695,0.0,1.0
1799,0.5,1.0
2080,0.3333333333333333,1.0
6070,0.0,1.0
4639,0.0,0.0
3330,1.0,0.0
50,0.28175092478421704,0.8540382244143033
94,0.30675818373812036,0.8579725448785639
149,0.26744186046511625,0.8617571059431525
421,0.3191489361702128,0.8617021276595744
-107,0.45098039215686275,0.47058823529411764
-79,0.45390070921985815,0.7092198581560284
3660,0.0,1.0
4273,0.5,0.5
1038,0.2857142857142857,0.7857142857142857
10798,0.0,1.0
2710,0.25,1.0
4608,0.5,0.0
1895,0.0,1.0
1816,0.5,0.5
1174,0.3076923076923077,0.9230769230769231
5057,1.0,1.0
11209,0.0,1.0
2162,0.3333333333333333,1.0
3339,0.0,1.0
4278,1.0,1.0
4859,0.0,0.0
1949,0.0,1.0
2477,0.0,1.0
2071,0.0,1.0
6298,0.0,1.0
6719,1.0,1.0
6761,1.0,1.0
2772,0.0,1.0
-13,0.3825819896895909,0.7524404957771197
264,0.3164983164983165,0.8451178451178452
1302,0.3,0.7
600,0.25,0.8611111111111112
1210,0.36363636363636365,0.7272727272727273
1632,0.0,1.0
876,0.11538461538461539,0.8846153846153846
638,0.2916666666666667,0.8958333333333334
1789,0.25,0.875
961,0.2,0.7333333333333333
1110,0.26666666666666666,0.8666666666666667
3849,0.0,1.0
1064,0.4,0.9
1756,0.2,1.0
2149,0.2857142857142857,0.8571428571428571
2119,0.3333333333333333,0.6666666666666666
3468,1.0,1.0
-221,0.3333333333333333,1.0
5334,0.0,1.0
3552,0.0,1.0
3201,1.0,1.0
16737,1.0,1.0
2841,0.0,1.0
-444,1.0,1.0
4159,1.0,1.0
5866,0.0,1.0
229,0.3074792243767313,0.8559556786703602
-116,0.475,0.575
1185,0.5555555555555556,0.8888888888888888
1485,0.2222222222222222,1.0
650,0.3157894736842105,0.8421052631578947
1119,0.21428571428571427,1.0
8792,1.0,1.0
1343,0.0,1.0
2153,0.25,0.5
1606,0.0,1.0
1376,0.5,1.0
1969,0.0,1.0
2590,0.0,1.0
2593,0.3333333333333333,1.0
1212,0.25,1.0
1559,0.5714285714285714,0.7142857142857143
1930,0.5,0.875
3737,0.0,1.0
5180,1.0,1.0
12185,0.0,1.0
10103,0.0,1.0
2196,0.6666666666666666,1.0
5794,0.0,1.0
3687,0.0,1.0
3403,0.6666666666666666,1.0
1846,0.0,1.0
7524,0.0,0.0
6452,0.0,1.0
110,0.27084870848708487,0.8339483394833949
275,0.30357142857142855,0.8392857142857143
190,0.2797494780793319,0.8350730688935282
343,0.27607361963190186,0.8711656441717791
2182,0.25,0.75
4006,0.6666666666666666,0.3333333333333333
629,0.17647058823529413,0.9117647058823529
706,0.2727272727272727,0.7878787878787878
439,0.26262626262626265,0.8080808080808081
3366,0.0,0.5
737,0.1935483870967742,0.8387096774193549
3410,0.0,1.0
2215,0.0,1.0
1967,0.3333333333333333,0.8333333333333334
3054,1.0,1.0
1964,0.5,1.0
902,0.21428571428571427,0.9285714285714286
2530,0.16666666666666666,1.0
2596,0.0,1.0
5751,0.0,1.0
4210,0.0,1.0
1598,0.3333333333333333,1.0
2098,0.0,1.0
5766,0.0,1.0
3796,1.0,1.0
136,0.2553191489361702,0.8627659574468085
57,0.28543111992071357,0.8525272547076314
-26,0.40717821782178215,0.7553630363036303
513,0.23529411764705882,0.8382352941176471
1213,0.6666666666666666,0.7777777777777778
1407,0.18181818181818182,0.9090909090909091
3918,1.0,0.0
3306,0.5,1.0
936,0.26666666666666666,0.8666666666666667
1002,0.375,1.0
828,0.2962962962962963,0.8888888888888888
3539,0.0,1.0
1607,0.3333333333333333,1.0
3105,0.0,1.0
2377,0.0,1.0
2982,0.3333333333333333,0.6666666666666666
1728,0.4,1.0
17654,1.0,1.0
3386,0.0,1.0
3398,1.0,1.0
4084,0.0,1.0
3043,0.5,0.5
2041,0.3333333333333333,0.6666666666666666
-61,0.44816053511705684,0.7090301003344481
144,0.29328165374677,0.8462532299741602
417,0.16216216216216217,0.9009009009009009
388,0.23893805309734514,0.8141592920353983
4436,0.0,1.0
412,0.3770491803278688,0.8114754098360656
1911,0.0,1.0
1956,0.0,0.75
-172,0.5384615384615384,0.6153846153846154
1571,0.125,1.0
963,0.3333333333333333,0.8333333333333334
1710,0.3333333333333333,0.8333333333333334
5059,0.0,1.0
2192,0.6666666666666666,1.0
9464,0.0,0.0
5046,0.0,0.0
3133,0.0,1.0
-469,0.0,0.0
6639,1.0,0.0
-204,0.3333333333333333,0.6666666666666666
-233,0.0,0.0
4319,0.0,1.0
5673,1.0,1.0
4802,0.0,1.0
5104,0.0,1.0
4557,0.0,1.0
2623,0.0,1.0
3437,0.0,1.0
2526,0.0,1.0
2021,0.5,1.0
4229,0.0,1.0
3594,0.0,1.0
14019,0.0,1.0
1256,0.4,1.0
909,0.35,0.8
3210,0.0,1.0
2615,0.0,0.0
2784,0.5,1.0
1549,0.25,1.0
1025,0.26666666666666666,0.9333333333333333
1240,0.7142857142857143,0.8571428571428571
1219,0.18181818181818182,0.9090909090909091
1283,0.5,0.875
3940,0.0,1.0
1771,0.4,1.0
4677,0.0,1.0
2939,0.0,1.0
2235,0.6666666666666666,1.0
9876,0.0,1.0
5847,1.0,1.0
2212,0.0,1.0
2404,0.25,1.0
6072,0.0,1.0
3405,0.0,1.0
2971,0.0,1.0
3239,0.0,1.0
3617,0.0,1.0
4275,0.0,1.0
2470,0.0,0.5
4167,0.0,1.0
3390,0.0,1.0
1937,0.0,1.0
32,0.28586625062052334,0.8463229558187363
43,0.281485780615206,0.845037724898433
420,0.1588785046728972,0.8598130841121495
-41,0.4250614250614251,0.7334152334152334
696,0.2,0.825
555,0.375,0.7916666666666666
1089,0.3333333333333333,1.0
752,0.34285714285714286,0.8857142857142857
1073,0.38461538461538464,0.7692307692307693
2223,0.5,0.75
1051,0.1111111111111111,0.8888888888888888
1108,0.23076923076923078,0.6923076923076923
1128,0.0,0.9166666666666666
2667,0.0,1.0
2077,0.0,0.75
1550,0.5,1.0
1134,0.2,1.0
4034,1.0,1.0
7271,0.0,1.0
3440,0.0,1.0
2112,0.3333333333333333,1.0
4883,0.0,1.0
4095,0.0,1.0
6393,1.0,1.0
3863,0.0,1.0
6783,0.0,1.0
84,0.2857742341586236,0.8539655895929501
378,0.2867647058823529,0.8529411764705882
-391,0.0,0.0
6237,0.0,0.5
2012,0.25,1.0
4125,0.0,1.0
2289,0.0,1.0
2995,0.0,1.0
1233,0.3,0.8
2821,0.25,0.75
5013,0.0,1.0
8754,0.0,1.0
4086,0.0,0.0
4487,0.0,1.0
5891,0.0,1.0
5305,0.0,1.0
212,0.2833333333333333,0.8055555555555556
970,0.25,0.9375
-154,0.36363636363636365,0.8181818181818182
779,0.25,0.8125
5138,0.5,1.0
5735,0.0,1.0
1501,0.25,1.0
766,0.52,0.84
1362,0.1111111111111111,1.0
3828,0.0,1.0
2276,0.0,1.0
3067,0.3333333333333333,0.6666666666666666
2358,0.0,1.0
3175,0.0,0.0
2294,0.5,1.0
4542,0.0,0.0
1924,0.0,1.0
4128,0.0,1.0
31,0.2872572891302991,0.8454766810264095
662,0.35,0.775
-108,0.525,0.625
376,0.3111111111111111,0.8888888888888888
516,0.2833333333333333,0.9166666666666666
2414,0.0,0.6666666666666666
958,0.5,0.8571428571428571
1434,0.16666666666666666,0.8333333333333334
4293,0.0,1.0
1361,0.16666666666666666,1.0
2894,1.0,1.0
1722,0.6,1.0
6587,0.0,1.0
2491,0.0,1.0
1811,0.14285714285714285,0.8571428571428571
3570,1.0,1.0
2441,0.0,0.5
5103,0.0,1.0
2963,0.5,1.0
1991,0.0,1.0
3408,0.0,1.0
119,0.27531380753138074,0.8627615062761507
1440,0.14285714285714285,1.0
5221,0.0,0.5
768,0.14814814814814814,0.9259259259259259
-111,0.39215686274509803,0.6470588235294118
974,0.3684210526315789,0.7894736842105263
395,0.25925925925925924,0.8333333333333334
1420,0.25,0.875
2130,0.25,1.0
5127,1.0,1.0
3731,0.0,1.0
3099,0.3333333333333333,0.6666666666666666
2137,0.0,1.0
4725,0.0,1.0
5505,0.0,1.0
5797,0.0,1.0
3989,0.5,0.5
4831,0.5,0.5
6839,0.0,1.0
1940,1.0,1.0
5524,0.0,1.0
4633,0.0,1.0
7842,0.0,1.0
326,0.2727272727272727,0.8484848484848485
1444,0.46153846153846156,0.8461538461538461
450,0.26605504587155965,0.8348623853211009
595,0.27450980392156865,0.9215686274509803
386,0.35074626865671643,0.7985074626865671
1461,0.3333333333333333,0.8333333333333334
-145,0.5238095238095238,0.5238095238095238
894,0.3076923076923077,0.8461538461538461
596,0.2916666666666667,0.9166666666666666
1069,0.0,0.9230769230769231
4143,0.0,1.0
2113,0.6666666666666666,1.0
1513,0.16666666666666666,0.8333333333333334
2923,0.0,1.0
6637,0.0,1.0
5848,0.0,1.0
3420,0.0,1.0
5881,0.0,1.0
4306,0.5,0.5
4860,0.0,1.0
10560,0.0,1.0
39,0.2839482325671238,0.8450840254973924
98,0.27469316189362947,0.8632378725891292
-50,0.4098671726755218,0.715370018975332
187,0.2620967741935484,0.8487903225806451
561,0.30357142857142855,0.8392857142857143
496,0.22033898305084745,0.847457627118644
-337,0.0,1.0
2745,0.0,0.75
4296,0.0,1.0
1918,0.16666666666666666,0.6666666666666666
4928,0.0,1.0
2451,0.0,1.0
1297,0.2222222222222222,0.7777777777777778
845,0.25,1.0
8205,0.0,1.0
1733,0.25,1.0
4961,0.0,0.0
3974,0.0,1.0
2639,0.0,1.0
4188,1.0,1.0
2832,1.0,1.0
201,0.2553191489361702,0.8463356973995272
232,0.2947976878612717,0.8526011560693642
402,0.2616822429906542,0.8878504672897196
1141,0.07692307692307693,0.6923076923076923
1252,0.42857142857142855,0.8571428571428571
4495,0.0,1.0
990,0.09090909090909091,0.9090909090909091
1650,0.0,1.0
2606,0.0,1.0
2022,0.0,1.0
2835,1.0,0.0
1548,0.0,0.8
1405,0.125,1.0
3734,0.0,1.0
-168,0.3333333333333333,1.0
1975,0.2,1.0
6447,0.0,1.0
3486,0.0,1.0
5189,0.0,1.0
3353,0.0,1.0
5169,0.0,1.0
2185,1.0,1.0
966,0.15789473684210525,0.8947368421052632
773,0.3235294117647059,0.7941176470588235
1612,0.5,0.8
1624,0.25,1.0
8610,0.0,1.0
962,0.35714285714285715,0.8571428571428571
1282,0.2727272727272727,0.9090909090909091
1639,0.0,1.0
1945,0.25,0.75
5244,1.0,1.0
1504,0.0,1.0
4693,0.0,1.0
7026,0.0,1.0
2862,0.0,1.0
3246,0.0,1.0
1269,0.1111111111111111,0.7777777777777778
6332,1.0,1.0
2979,0.0,1.0
5922,0.0,1.0
1775,0.0,1.0
5405,0.0,1.0
5757,0.0,1.0
2397,0.0,1.0
203,0.28306264501160094,0.888631090487239
1482,0.18181818181818182,1.0
700,0.39285714285714285,0.7142857142857143
1850,0.2,0.8
8086,0.0,1.0
3812,0.0,1.0
-305,0.0,0.0
1891,0.25,1.0
3114,0.0,1.0
11355,1.0,1.0
5614,0.0,1.0
2348,0.0,1.0
6455,0.0,1.0
2527,0.25,0.75
11223,0.0,1.0
2839,0.5,1.0
2106,0.0,1.0
2922,0.0,1.0
3110,1.0,1.0
145,0.2628992628992629,0.8660933660933661
488,0.22784810126582278,0.8860759493670886
116,0.29918032786885246,0.8565573770491803
2168,1.0,0.0
1530,0.0,0.75
-158,0.38461538461538464,0.6923076923076923
1602,0.2,0.4
3319,0.3333333333333333,1.0
3538,0.0,1.0
5684,0.0,1.0
5220,0.0,0.0
2247,0.3333333333333333,0.6666666666666666
4208,1.0,1.0
3469,0.0,1.0
5070,0.0,1.0
3183,0.3333333333333333,1.0
2356,0.5,0.5
6349,0.0,1.0
2472,0.0,1.0
7518,0.0,1.0
1942,0.3333333333333333,0.6666666666666666
5778,0.0,1.0
2531,0.0,1.0
4523,0.0,1.0
25,0.29177306096393235,0.8393712097031599
-98,0.4084507042253521,0.704225352112676
-224,0.6,0.4
814,0.3333333333333333,0.875
2708,0.0,1.0
1778,0.2857142857142857,1.0
-295,0.5,0.5
1312,0.0,1.0
880,0.48,0.96
3275,1.0,0.0
1826,0.6666666666666666,1.0
2016,0.75,0.75
2110,0.3333333333333333,1.0
1757,0.75,1.0
1099,0.25,0.9166666666666666
-330,0.3333333333333333,0.6666666666666666
2653,0.0,1.0
-246,0.5,0.5
1472,0.4,0.9
1299,0.1111111111111111,0.8888888888888888
2622,0.0,1.0
2787,1.0,1.0
1893,0.2,0.6
2478,1.0,0.0
3431,0.5,1.0
-235,0.0,1.0
4538,1.0,1.0
1021,0.26666666666666666,0.7333333333333333
1805,0.14285714285714285,0.8571428571428571
3827,0.0,1.0
2043,0.5,1.0
1452,0.2222222222222222,0.8888888888888888
2026,0.4,0.8
3036,0.5,0.5
948,0.3076923076923077,0.7692307692307693
15506,0.0,0.0
1731,0.0,1.0
5883,1.0,0.0
6205,0.0,1.0
3848,0.0,1.0
3834,0.0,1.0
8550,1.0,1.0
157,0.2703081232492997,0.8501400560224089
10323,0.0,1.0
1048,0.29411764705882354,0.9411764705882353
7198,1.0,0.0
1347,0.3,0.9
5940,0.0,1.0
1330,0.2222222222222222,0.7777777777777778
6925,1.0,1.0
1897,0.3333333333333333,1.0
4357,1.0,1.0
9503,1.0,1.0
2059,0.0,0.0
5758,0.5,0.0
3781,0.0,1.0
2261,0.0,1.0
-195,0.5,0.75
3474,0.0,0.6666666666666666
5249,0.0,1.0
3432,0.0,1.0
6854,0.0,1.0
181,0.2633663366336634,0.8732673267326733
124,0.2820284697508897,0.8567615658362989
-15,0.3794011644025506,0.7381480454671472
363,0.31007751937984496,0.8604651162790697
1149,0.14285714285714285,0.6428571428571429
586,0.2653061224489796,0.9591836734693877
1368,0.13333333333333333,0.8666666666666667
1323,0.3,1.0
-101,0.4411764705882353,0.7352941176470589
1592,1.0,1.0
843,0.3157894736842105,0.9473684210526315
3295,0.0,1.0
-289,0.0,1.0
1135,0.21052631578947367,0.8947368421052632
1535,0.2857142857142857,0.8571428571428571
1441,0.25,0.875
2384,0.0,0.5
2525,0.0,1.0
1858,0.0,1.0
2501,0.5,1.0
1712,0.5,0.6666666666666666
2097,0.2,1.0
2687,0.0,1.0
3481,0.0,1.0
2621,0.0,1.0
3464,0.0,0.5
-1567,1.0,1.0
4488,0.0,1.0
5706,0.0,0.0
7145,0.5,1.0
2334,1.0,1.0
6241,1.0,0.0
5908,0.0,1.0
-88,0.4175824175824176,0.7032967032967034
852,0.391304347826087,0.8260869565217391
1016,0.38461538461538464,0.9230769230769231
-112,0.42857142857142855,0.6071428571428571
686,0.3,0.7666666666666667
1810,0.0,1.0
1777,0.0,1.0
4494,0.0,0.0
1238,0.3333333333333333,0.7777777777777778
1935,0.0,0.3333333333333333
2373,0.0,1.0
1737,0.25,1.0
9446,0.0,1.0
1785,0.5,0.5
3605,0.5,1.0
1795,0.3333333333333333,0.6666666666666666
3846,0.0,1.0
4882,0.0,1.0
7070,0.0,1.0
95,0.273224043715847,0.8699453551912568
227,0.2631578947368421,0.8668730650154799
268,0.25096525096525096,0.8764478764478765
-71,0.42702702702702705,0.7837837837837838
562,0.33962264150943394,0.9056603773584906
2176,0.5,1.0
1246,0.25,1.0
-149,0.5714285714285714,0.5714285714285714
589,0.22641509433962265,0.8867924528301887
699,0.3611111111111111,0.8888888888888888
925,0.3333333333333333,0.7916666666666666
1553,0.125,0.875
3444,0.5,1.0
2297,0.3333333333333333,1.0
4592,0.0,1.0
3574,0.0,1.0
1833,0.5,0.75
